text,text_clean,sentiment
"hiu , kali ini gue kasih 2 jempol buat restoran ini . enak banget iga nya . gue sudah dicoba iga yang balado dan ada lagi 1 jenis iga gue lupa nama nya , warna bumbu nya hijau pokok nya ini juga manteb setelah . tidak menyesal deh ke sini . untuk harga nya standar lahya untuk kelas menu kayak iga begitu hehe",hiu gue kasih   jempol restoran enak iga gue coba iga balado   jenis iga gue lupa nama warna bumbu hijau pokok mantap tidak sesal deh harga standar lahya kelas menu kayak iga,positive
"lokasi strategis di pasteur , tersedia ruang makan pribadi untuk keluarga . nasi liwet yang kami pesan rasanya tidak terlalu gurih . karedok nya enak . ayam goreng maupun ayam bakar rasanya standar saja .",lokasi strategis pasteur sedia ruang makan pribadi keluarga nasi liwet pesan tidak gurih karedok enak ayam goreng ayam bakar standar,positive
"jika anda memiliki waktu terbatas untuk mencoba semua kuliner di kota bandung , datanglah ke paskal food market . tempat ini merupakan foodcourt di luar berisi kumpulan beraneka makanan khas bandung , jenis nya banyak sekali , mulai dari mie kocok , lumpia basah , aneka sate , mendoan mirasa , ronde , iga bakar sijangkung , nasi campur , bola ubi , pempek , pokok nya semua ada di sini . datanglah beramai2 dengan rekan anda .",milik batas coba kuliner kota bandung paskal food market rupa foodcourt isi kumpul aneka makan khas bandung jenis mie kocok lumpia basah aneka sate mendoan mirasa ronde iga bakar sijangkung nasi campur bola ubi pempek pokok beramai   rekan,positive
"kami berkunjung ke sini dalam rangka acara kantor , selesai team building di lembang . tempat nya bagus , pemandangan nya indah , sayang cuaca nya gerimis saat kami datang . makanan standar , sup cream jagung saja yang saya suka . udara nya sejuk jadi bikin suasana lebih menyenangkan . letak nya agak jauh dari pusat kota dan melalui jalan-jalan kecil .",kunjung rangka acara kantor selesai tim building lembang bagus pandang indah sayang cuaca gerimis makan standar sup cream jagung suka udara sejuk suasana lebih senang letak pusat kota jalan,positive
belajar dari kasus deddi mizwar demiz dan ridwan kamil emil yang terancam gagal ke pilgub jabar,ajar deddi mizwar demiz ridwan kamil emil ancam gagal pilih gubernur jabar,neutral
"tempat nya oke pilihan menu beragam rata-rata chines makanan , halal , pelayanan cukup cepat . porsi makanan nya pas . oke untuk quick makan siang .",oke pilih menu agam chines makan halal layan cepat porsi makan pas oke quick makan siang,positive
"salah satu restoran yang menyediakan pemandangan bandung dari atas . apabila datang ke tempat ini pada saat liburan , siap-siap untuk daftar tunggu . makanan di tempat ini cukup beragam , pizza nya lumayan untuk berbagi cost . rasa makanan nya enak-enak .",salah restoran sedia pandang bandung libur daftar tunggu makan agam pizza lumayan cost makan enak,positive
"ayam goreng brebes sudah terkenal sejak saya kecil . pertama kali dikenalkan oleh orang tua saya , dan saya mengenalkan lagi ke keluarga saya sendiri . masih ayam goreng merupakan menu andalan , ayam bakar ada tapi tidak favorit saya . menu lainnya hampir sama seperti pada umum nya resto sunda yaitu , ati ampela , gepuk , usus , lalapan , dan lain-lain boleh dijadikan pilihan alternatif resto tujuan di lembang",ayam goreng brebes kenal kenal orang tua kenal keluarga ayam goreng rupa menu andal ayam bakar tidak favorit menu resto sunda hati ampela gepuk usus lalap pilih alternatif resto tuju lembang,positive
parah memang mahal x harga kuota internet telkomsel .,parah mahal x harga kuota internet telkomsel,negative
makanan enak harga terjangkau . rekomendasi tempat to visi dan makan . rekomendasi makanan nya sop buntut dan iga menara . western nya pasta . wow enak banget .,makan enak harga jangkau rekomendasi to visi makan rekomendasi makan sop buntut iga menara western pasta enak,positive
lazada puasale at app lazada ! diskon rp 100.000 dengan minimum transaksi rp1juta dan cicilan 0 % hingga 12 bulan dengan kartu kredit .,lazada puasale at app lazada diskon rupiah     minimum transaksi rp   juta cicil     kartu kredit,neutral
rumah makan ini dekat sekali dengan rumah saya jadi saya sering beli di sini . makanan nya cukup murah dan bervariasi menu nya . pelayanan nya pun cepat .,rumah makan rumah beli makan murah variasi menu layan cepat,positive
"sangat cocok jika anda mengunjungi congo di malam hari . anda dapat menikmati indah nya lampu-lampu kota bandung di malam hari dari kafe sambil menikmati hidangan . karena waktu itu kami sudah bersantap malam sebelumnya , kami memilih untuk memesan minuman saja .",cocok unjung congo malam nikmat indah lampu kota bandung malam kafe nikmat hidang santap malam pilih mes minum,positive
"steak di sini cukup enak dengan wine yang mantap . udara sejuk , banyak pepohonan dan pemandangan yang luar biasa . kursi-kursi unik seperti di eropa zaman dahulu .",steak enak wine mantap udara sejuk pohon pandang kursi unik eropa zaman,positive
minta informasi tentang daftar harga baju yang sedang dijual,informasi daftar harga baju jual,neutral
"ahokers memang sudah gila . gara-gara gagal berpindah , orang yang sudah meninggal pun difitnah sama dia . sungguh terlalu !",ahoker gila gara gara gagal pindah orang tinggal fitnah sungguh,negative
"ini nih salah satu tempat fav saya . selama di jakarta saya sering ke bandung lewat liburan bersama teman . tujuan salah satu nya di sini . suasana desa , asri dan sejuk . saya rekomendasi untuk ke sini . harga makanan affordable . setimpal",salah favorit jakarta bandung libur teman tuju salah suasana desa asri sejuk rekomendasi harga makan affordable timpal,positive
"kita bangga punya presiden yang peduli pada bangsa dan negara , semoga 2019 - 2024 pak menang lagi untuk melanjutkan pembangunan fisik dan psikis . saya bangga punya presiden yang tidak pernah lupa dengan rakyat nya .",bangga presiden peduli bangsa negara moga     menang bangun fisik psikis bangga presiden tidak lupa rakyat,positive
aku suka banget sama lagu bts yang hanya one hari dikenal juga sebagai haruman . irit dong yang bikin aku jatuh cintrong sama bts sampai sekarang . pokok nya tiap dengar lagi lagu haruman rasanya adem . aku cinta kalian suami-suami twit,suka lagu bts one kenal harum irit jatuh cintrong bts pokok dengar lagu harum adem cinta suami twit,positive
"lunch di the reastaurant padma bener2 jempol banget deh . bukan makanan nya yang top banget , pemandangan nya juga keren dengan nyaman banget jadi ingin balik lagi . terima kasih buat mbak vena sama mbak desi untuk info sama ramah pelayanan nya .",lunch the reastaurant padma jempol deh makan top pandang keren nyaman terima kasih mbak vena mbak desi info ramah layan,positive
"berkunjung ke sierra kafe saat hujan memang sedikit kecewa , tapi untung nya hujan berhenti dan bisa melihat pemandangan bandung yang indah dengan lampu-lampu romantis . udara yang sejuk menemani makanan yang enak . bagus !",kunjung sierra kafe hujan kecewa untung hujan henti lihat pandang bandung indah lampu romantis udara sejuk tani makan enak bagus,positive
prabowo harus nya lihat animo masyarakat . segera lengserkan si fadli jika ingin suara gerindra tidak merosot di 2019 .,prabowo lihat animo masyarakat lengser fadli suara gerindra tidak merosot   ,negative
saya senang dengan pelayanan di rshs karena setiap elemen yang ada telah bertanggung jawab terhadap pekerjaan mereka masing-masing .,senang layan rshs elemen tanggung hadap kerja,positive
"pilihan makanan nya beragam , bikin ingin ambil semuanya . yang unik tentunya karena dimakan tanpa piring , alias beralaskan daun . rasanya pun lumayan enak",pilih makan agam ambil unik makan piring alias alas daun lumayan enak,positive
"di antara semua restoran sunda di bandung , saya paling suka ke ampera . selain suasana nya sunda banget , menu nya lengkap dengan harga yang terjangkau . banyak cabang di mana-mana sehingga memudahkan .",restoran sunda bandung suka ampera suasana sunda menu lengkap harga jangkau cabang mudah,positive
apa yang sudah kau lakukan sama negeri ini ? kalah yang sebenarnya sampah masyarakat,laku negeri kalah sampah masyarakat,negative
king george menjadi presiden george .,raja george presiden george,neutral
"makanan nya enak . sempat mencoba iga bakar dan soto walau cukup mahal tapi rasanya wokeh , sepadan the harga",makan enak coba iga bakar soto mahal wokeh padan the harga,positive
wardah long lasting lipstick benar-benar tahan lama,wardah long lasting lipstick tahan,positive
"seharian main di lembang , ahkir nya makan malam di sini . pesan sate ayam , sate ayam di sini ukuran nya cukup besar berbeda dengan sate ayam yang biasa aku temui dengan ukuran kecil . tidak lupa juga sate sapi dan kambing . sebelum sate datang , bumbu sate sudah disajikan dulu bersama nasi lalu beberapa menit kemudian sate datang . pelayanan cukup bagus . jika tidak habis bisa dibawa pulang .",main lembang ahkir makan malam pesan sate ayam sate ayam ukur beda sate ayam temu ukur tidak lupa sate sapi kambing sate bumbu sate saji nasi menit sate layan bagus tidak habis bawa pulang,positive
"ini salah satu tempat makan bbq suki favorit aku di bandung . bumbu daging bq nya meresap . kalau untuk suki nya ada 2 jenis kaldu , ayam dan tom yam . yang ayam nya top banget , enak dan gurih",salah makan bbq suki favorit bandung bumbu daging bq resap suki   jenis kaldu ayam tom yam ayam top enak gurih,positive
"tempat ini cukup romantis dan seru jika berkunjung malam hari , harga makanan termasuk murah namun cita rasanya kurang mantap , hanya karena tempat yang sejuk sehingga terasa makanan agak lumayan .",romantis seru kunjung malam harga makan masuk murah cita mantap sejuk asa makan lumayan,positive
kalau ada yang ingin berkunjung ke sini . tempat nya juga cukup bagus . apalagi pemandangan nya yang mendukung banget untuk acara weeding keluarga anda . tetapi sayang nya tempat ini sudah tutup . cuma tinggal kenangan saja yang ada di sini . taman nya padahal bagus dekorasi nya . yang ya teman-teman,kunjung bagus pandang dukung acara weeding keluarga sayang tutup tinggal kenang taman bagus dekorasi teman,positive
ngalau indah berlokasi di daerah kos-kosan mahasiswa cisitu . tempat ini menawarkan menu masakan padang dari mulai gulai hingga balado . menu andalan saya adalah 1 . telur mata sapi : dimasak setengah matang dengan kuning yang merekah ketika berpadu dengan nasi hangat 2 . jengkol balado : ini sih selera juara harga masih masuk di kantong mahasiswa .,ngalau indah lokasi daerah kos kosan mahasiswa cisitu tawar menu masakan padang gulai balado menu andal   telur mata sapi masak matang kuning mere padu nasi hangat   jengkol balado selera juara harga masuk kantong mahasiswa,positive
"jika anda punya waktu terbatas dan ingin menghindari jalanan bandung yang macet , anda bisa datang ke the kiosk dan menikmati berbagai makanan bandung terkenal dan enak , semua di ku mpulkan di sini .",batas hindar jalan bandung macet the kiosk nikmat makan bandung kenal enak ku mpulkan,positive
"restoran ini di mana kita selalu merayakan monthsarry hubungan kita di sini . makanan minuman nya dari dulu sampai sekarang masih tetap jadi favorit kita berdua , poko nya rekomendasi banget deh tempat nya manis banget , dan pelayanan dari mas wilson tidak membuat kecewa deh sudah ramah baik lagi , terima kasih ya :",restoran raya monthsarry hubung makan minum favorit pokok rekomendasi deh manis layan mas wilson tidak kecewa deh ramah baik terima kasih,positive
paling benci memuntahkan makanan yang sudah diamakan . tidak enak sekali,benci muntah makan ama tidak enak,negative
bangsat gua menyesal seumur hidup,bangsat gue sesal umur hidup,negative
letak nya di gor pajajaran . rasa cakwe nya enak banget . makanan lain yang direkomendasikan yakni bubur ayam dan yam mi .,letak gor pajajaran cakwe enak makan rekomendasi bubur ayam yam mi,positive
"mau marah deh sama indosat , parah anjing sinyal gue 3 hari tidak ada tiap dirumah",marah deh indosat parah anjing sinyal gue   tidak rumah,negative
ingin kali marah dengan jaringan indosat ini .,marah jaring indosat,negative
karena bapak sby waktu itu takut sama mertua nya si gendurowo yaitu si wowo .,susilo bambang yudhoyono takut mertua gendurowo prabowo,negative
"datang-datang mau pesan , disuruh tunggu jam 7 ! sudah rekomendasi teman jauh-jauh . info online juga tidak ada . not rekomendasi ! totally dicoba to find another places to makan .",pesan suruh tunggu jam   rekomendasi teman info online tidak not rekomendasi totally coba to find another places to makan,negative
"bakso lovers akan menyukai tempat ini , karena rasanya enak dan harga nya cukup terjangkau , serta porsi yang cukup mengenyangkan",bakso cinta suka enak harga jangkau porsi kenyang,positive
"makanan cepat saji terkadang memang lebih praktis dan mudah di dapat , terutama di saat kita lapar . mcd dago terletak disimpang dago . letak nya sangat strategis sehingga mudah untuk dijangkau . tempat nya cukup luas , jadi bisa dipakai untuk berkumpul dan makan rame-rame bareng teman .",makan cepat saji terkadang lebih praktis mudah utama lapar mc donalds dago letak simpang dago letak strategis mudah jangkau luas pakai kumpul makan rame rame bareng teman,positive
mahal . cuma kadang kalau lagi bingung mau makan apa di ip ya akhirnya ke sini juga sih . beli bakso tahu buat makan camilan . rasanya enak karena hehe jadi tidak masalah ngeluarin uang segitu .,mahal kadang bingung makan ip beli bakso makan camil enak tidak masalah uang,positive
"iya nih . kok maksa betul sih , emang nya siap kecewa kalau ulama kesayangan kita semua itu nanti ternyata mengecewakan saat jadi wapres ? politik saat ini kotor kejam gaes . belon waktu nya ulama berpolitik .",iya paksa kecewa ulama sayang nyata kecewa wakil presiden politik kotor kejam guys ulama politik,negative
